id,Año,Mes,Fecha_inicial ,Fecha_final ,Nombre_Evento,Descripción,Temas,Ciudad,Lugar,Sitio_Web,Público,Expositores,Cargo
11,2016,5,05/16/2016 12:00:00 AM,05/19/2016 12:00:00 AM,Tour de Estudios de Panamá,"El Tour de estudio de Datos Abiertos de Gobierno (DAG) está siendo organizado bajo el proyecto de “Fortalecimiento de las capacidades de los países en desarrollo para proporcionar acceso a la información para el desarrollo sostenible a través de los Datos Abiertos de Gobierno”, implementado por la División de Administración Pública y Gestión del Desarrollo (DPADM) del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas (UN DESA) en alianza con la Autoridad Nacional de Transparencia y Acceso a la Información (ANTAI) y colaboración de la Autoridad Nacional para la Innovación Gubernamental (AIG) del Gobierno de Panamá y CEPAL. El objetivo de este tour de estudio es fortalecer la capacidad de los participantes para desarrollar una estrategia de datos abiertos de gobierno, establecer una comunidad de datos abiertos, y mejorar el conocimiento y habilidades por medio de lecciones aprendidas de compañeros de otros países dentro de la región que tienen un plan de acción de DAG en operación.",Iniciativa Datos Abiertos Colombia,Bogotá,Mintic,http://estrategia.gobiernoenlinea.gov.co/623/w3-article-15316.html,"Funcionarios de la División de Administración Pública y Gestión del Desarrollo (DPADM) del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas (UN DESA),Autoridad Nacional de Transparencia y Acceso a la Información (ANTAI) y  de la Autoridad Nacional para la Innovación Gubernamental (AIG) del Gobierno de Panamá y CEPAL.",Luisa Fernanda Medina/Carlos Julio Leon,Lider Iniciativa Datos Abiertos Colombia / Lider Técnico Plataforma Datos abiertos
12,2016,6,06/09/2016 12:00:00 AM,06/09/2016 12:00:00 AM,FORO CIUDADES I 360°,"Presentación de oportunidades y avances para la consolidación de ciudades colombianas digitales abiertas, donde a través de la co-creación entre gobiernos, ciudadanos, sectores productivos y comunidad internacional, se logre desarrollar soluciones integrales que haciendo uso de la tecnología resuelvan problemas públicos.

A partir de un recuento de experiencias de ciudadanos y ciudades colombianas, evidenciar las potencialidades del uso de las tecnologías de la información y las comunicaciones para la consolidación de gobierno abiertos que promuevan la transparencia, participación y colaboración. 

Finalizando con la identificación de los principales retos que ciudadanos y gobiernos enfrentan de cara a la consolidación de ciudades innovadoras colombianas.",Gobierno Abierto y la Innovación en las Ciudades,Bogotá,"Centro Empresarial El Cubo, Colsubsidio – Bogotá, Colombia",http://ccit.org.co/foro-ciudades-i360/,sector público y privado,Johanna Pimiento,Directora de Gobierno en línea
13,2016,8,08/28/2016 12:00:00 AM,09/02/2016 12:00:00 AM,Andicom 2016,"ANDICOM es el principal y más grande evento TIC en Colombia que tiene como objetivo conectar a la oferta y la demanda. El Congreso es el punto de encuentro de la industria TIC en Colombia, en donde se generan oportunidades de negocios a través de networking cara a cara, actividades comerciales y académicas.",Iniciativa Datos Abiertos Colombia /Emprende con datos,Cartagena,Centro de convenciones Cartagena de Indias,https://andicom.co/,"Industria TIC, Funcionarios, Periodistas","David Luna/
Daniel Quintero Calle/Oscar Ramirez","Ministro de Tecnologías de la Información y las Telecomunicaciones/
Viceministro de Tecnologías de la
Información y las Comunicaciones/Coordinador Gobierno Abierto"
14,2016,9,09/20/2016 12:00:00 AM,09/20/2016 12:00:00 AM,Festival de Innovación y Tecnología Social (FITS),"El Festival de Innovación y Tecnología Social (FITS) es un encuentro abierto y gratuito de una jornada completa, donde se realizarán capacitaciones en tecnología y metodologías innovadoras para fortalecer a las Organizaciones No Gubernamentales.",Emprende con Datos,Bogotá,Sede Uniandinos,http://fits.ong/colombia/agenda,"Sociedad Civil, Ciudadanos, Desarrolladores",Oscar Ramirez,Coordinador de Gobierno Abierto
15,2016,9,09/29/2016 12:00:00 AM,09/30/2016 12:00:00 AM,Tercer Congreso Nacional de Información en el Sector Agropecuaria - eje temático “Big Data y acceso a la información”,El evento tiene por objetivo intercambiar experiencias sobre tecnologías que faciliten el acceso a la información enmarcadas bajo tres ejes temáticos: 1. Big data y acceso a la información. 2. Difusión del conocimiento científico y 3. Apropiación social de la ciencia.,Datos de valor  para un  Agro competitivo,Bogotá,Universidad Jorge Tadeo Lozano,http://www.agronet.gov.co/sites/RIDAC/Paginas/Congreso-2016.aspx,Funcionarios públicos y Estudiantes,Johanna Pimiento,Directora de Gobierno en línea
16,2016,6,06/10/2016 12:00:00 AM,07/10/2016 12:00:00 AM,International Open Data Conference 2016,"IODC es el punto de encuentro esencial para que la comunidad mundial pueda debatir y estudiar el futuro de los datos abiertos.

IODC tiene como objetivo establecer relaciones más sólidas entre las iniciativas de información abierta de los diferentes gobiernos y establecer un diálogo entre estas voces:

Los encargados de formular políticas y los titulares de la información del sector público (PSI)
Empresas privadas, startups y freelancers
Activistas y ONGs
Periodismo de datos
Representantes de la sociedad civil de todo el mundo","Panel 1 SCALING UP AND DEEPENING OPEN DATA'S TRANSFORMATIVE IMPACT IN OPEN GOVERNMENT 

Panel 2 REGIONAL TALK – LATINOAMÉRICA Y EL CARIBE 

Panel 3 OPEN DATA IN HEALTH
IS IT POSSIBLE TO USE THE OPEN DATA? BENEFITS",Madrid,España,https://internationalopendataconfer2016.sched.com/event/7dG6/main-session-scaling-up-and-deepening-open-datas-transformative-imhellip?iframe=no,"Empresas privadas, startups y freelancers
Activistas y ONGs
Periodismo de datos
Representantes de la sociedad civil de todo el mundo",Johanna Pimiento,Directora de Gobierno en línea
17,2016,10,10/27/2016 12:00:00 AM,10/27/2016 12:00:00 AM,Digitalización y sostenibilidad una apuesta al futuro,"Cepei y Telefónica organizaron un panel con invitados de múltiples sectores para incentivar el diálogo sobre la economía digital, la importancia de los datos y su relación con el desarrollo sostenible.

El panel, que abordó la importancia de los datos, el rol de la economía digital, y cómo ambos confluyen para la medición del progreso del Desarrollo Sostenible y la toma de decisiones basadas en evidencia, contó con la participación de Chema Alonso, Chief Data Officer de Telefónica, Claudia Restrepo, Senior Manager de Sostenibilidad de Deloitte Colombia, Johanna Pimiento, Directora de Gobierno en Línea, y Philipp Schönrock, Director de CEPEI.",Panel la importancia de los datos y su relación con el desarrollo sostenible.,Bogotá,Hotel Marriot,http://cepei.org/digitalizacion-y-sostenibilidad-una-apuesta-al-futuro/,"Industria TIC, Funcionarios, Periodistas",Johanna Pimiento,Directora de Gobierno en línea
18,2016,2,02/11/2016 12:00:00 AM,04/11/2016 12:00:00 AM,Abrelatam/ConDatos 2016,"Abrelatam/ConDatos es un evento anual que reúne representantes de Gobierno, Sociedad Civil, expertos y personas interesadas en temas de Gobierno Abierto de los países de América Latina y el Caribe, para discutir sobre aspectos clave en materia de política de datos abiertos, innovación y retos públicos.","Datos Abiertos Colombia
Los Desafios de los Datos Abiertos",Bogotá,Mintic,,"Empresas privadas, startups y freelancers
Activistas y ONGs
Periodistas de datos
Representantes de la sociedad civil de todo el mundo","David Luna/
Daniel Quintero Calle/Oscar Ramirez","Ministro de Tecnologías de la Información y las Telecomunicaciones/
Viceministro de Tecnologías de la
Información y las Comunicaciones/Coordinador Gobierno Abierto"
19,2016,11,11/16/2016 12:00:00 AM,11/17/2016 12:00:00 AM,CIO Summit 2016 4to Encuentro Nacional,"El CIO SUMMIT es un espacio para que los líderes de TI del sector público, del orden nacional y territorial, puedan conocer de primera mano los grandes avances en temas relevantes para su desempeño como Arquitectura Empresarial, Gobierno en línea, Compras Públicas de TI, Seguridad Cibernética y la implementación de la función del CIO en el sector público.",Iniciativa Datos Abiertos Colombia,Medellin,Jardin Botánico,http://ccit.org.co/descargue-las-conferencias-del-cio-summit-2016/,los líderes de TI del sector público nacional y territorial,Oscar Ramirez,Coordinador Gobierno Abierto
20,2016,11,11/17/2016 12:00:00 AM,11/17/2016 12:00:00 AM,El e-xperience 2016,"El e-xperience 2016 es el evento internacional más importante en innovación pública digital de Latinoamerica, organizado por el Centro de Innovación del Ministerio de Tecnologías de la Información y las Comunicaciones de la República de Colombia, que reconoce y conecta a los protagonistas e iniciativas que inspiran y marca tendencia en la innovación pública digital.",Panel: ¿cómo los datos construyen Estados?,Medellin,Jardin Botánico,http://experience.mintic.gov.co/633/w3-propertyvalue-14699.html,"expertos, servidores públicos, académicos, representantes de la industria de TI, representantes de organizaciones internacionales, emprendedores y a la sociedad civil",Oscar Ramirez,Coordinador Gobierno Abierto
21,2016,11,11/29/2016 12:00:00 AM,11/29/2016 12:00:00 AM,Encuentro de Equipos de Comunicación Digital de Gobierno 2016,Un espacio para que todas las entidades puedan compartir y aprender de nuevos formatos y herramientas para promover la interacción con los ciudadanos a través de redes sociales y medios digitales.,Taller Datos Abiertos,Bogotá,Universidad Catolica,http://www.redialab.gov.co/asi-fue-encuentro-equipos-comunicacion-digital-2016/,Periodistas y Comunicadores Digitales de Gobierno,Luisa Fernanda Medina/Carlos Leon,Lider Iniciativa Datos Abiertos Colombia / Lider Técnico Plataforma Datos abiertos
22,2017,2,02/21/2017 12:00:00 AM,02/21/2017 12:00:00 AM,Taller Congreso Abierto,"A partir de un ejercicio de colaboración, se avanzará en la identificación de las necesidades de información estructurada que ciudadanos, grupos de interés y entidades públicas tienen acerca de la información que se produce en el Congreso de la República. Así como, en aquellas oportunidades de aprovechamiento de esta información a partir de su divulgación y socializac",Taller Datos Abiertos,Bogotá,Capitolio,https://herramientas.datos.gov.co/es/content/aprender-sobre-datos-0,"Sociedad civil,Academia,Periodistas
Desarrolladores,Servidores públicos",Oscar Ramirez,"Coordinador Gobierno Abierto, Equipo Dinamización Gobierno en linea"
23,2017,3,03/23/2017 12:00:00 AM,03/23/2017 12:00:00 AM,Concurso SINERGIA DNP – 3ie,"3ie es una ONG que busca mejorar la efectividad de políticas y programas en
países en desarrollo a través de un mejor uso de la evidencia
A través del financiamiento de evaluaciones de impacto y revisiones
sistemáticas se busca:
• La construcción de una cultura de toma de decisiones basadas en evidencia.
• El desarrollo de capacidades para producir y usar evaluaciones de impacto.
• La generación de evidencia útil.
• La síntesis y difusión de la evidencia",Presentación Datos Abiertos,Bogotá,DNP,,"Académicos, estudiantes y la ciudadanía en general",Luisa Fernanda Medina/Carlos Leon,Asesora del Viceministerio de Economía Digital -  Líder Iniciativa de Datos Abiertos
33,2017,8,08/28/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Datos a la U,"El concurso Datos a la U tiene como objetivo sensibilizar a la academia sobre el uso de los datos abiertos, diseñando un programa de alfabetización y formación alrededor de este tema para incentivar el desarrollo de productos generados por estudiantes y docentes, promoviendo el reconocimiento en las entidades participantes e identificando buenas prácticas en el uso y aprovechamiento de datos abiertos",Datos Abiertos,Bogotá,Corferias,https://herramientas.datos.gov.co/es/blog/mintic-lanza-datos-la-u,Academia,Elizabeth Blandón,Directora Gobierno Digital
24,2017,4,04/04/2017 12:00:00 AM,04/05/2017 12:00:00 AM,Andesco - II Seminario de Protección de Datos Personales y Entorno Digital Corporativo,"El seminario-taller se ha diseñado con el fin de capacitar a las empresas del sector público y privado para la inscripción en el Registro Nacional de Bases de Datos, darles a conocer aspectos relacionados como Computación Cognitiva, Protección de Datos Personales vs Interoperabilidad e intercambio de información, entre otros, y orientar y proporcionar herramientas para el cumplimiento de las obligaciones y exigencias contenidas en la Ley Estatutaria 1581 de 2012 y sus decretos reglamentarios.",Presentación Datos abiertos y Emprende con Datos,Bogotá,Hotel Capital Calle 25 B No 69 A 50. Bogotá,http://www.andesco.org.co/component/acymailing/listid-9/mailid-984-ii-seminario-de-proteccion-de-datos-personales-y-entorno-digital-corporativo.html?tmpl=component,"Profesionales y empresarios interesados en conocer más sobre el marco regulatorio de protección de datos personales, sus implicaciones en la economía digital y nuevas tendencias de tratamiento de información para la generación de negocios.",Elizabeth Blandón,Directora Gobierno Digital
25,2017,4,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Festival de software libre de Bogota,"El FLISoL es el evento de difusión de Software Libre más grande en Latinoamérica y está dirigido a todo tipo de público: estudiantes, académicos, empresarios, trabajadores, funcionarios públicos y entusiastas. Su principal objetivo es promover el uso del software libre, dando a conocer al público en general su filosofía, alcances, avances y desarrollo. 

El evento es organizado por las diversas comunidades locales de Software Libre y se desarrolla simultáneamente con eventos en los que se instala, de manera gratuita y totalmente legal, software libre en las computadoras que llevan los asistentes. Además, en forma paralela, se ofrecen charlas, ponencias y talleres, sobre temáticas locales, nacionales y latinoamericanas en torno al Software Libre, en toda su gama de expresiones: artística, académica, empresarial y social",Presentación Datos Abiertos,Bogotá,Instituto de Recreación y Deporte,https://flisol.info/,"todo tipo de público: estudiantes, académicos, empresarios, trabajadores, funcionarios públicos, entusiasta",Luisa Fernanda Medina/Carlos Leon,Asesora del Viceministerio de Economía Digital -  Líder Iniciativa de Datos Abiertos
26,2017,4,04/25/2017 12:00:00 AM,04/25/2017 12:00:00 AM,Lanzamiento Visualizaton Legistaliva,"“Visualizaton”, o ejercicio de visualización de datos, en el que distintos actores tendrán el reto de presentar de forma gráfica y con el mayor alcance e impacto posible los datos que el Senado tiene dispuestos en formato abierto.",Presentación Datos Abiertos y Condiciones del Concurso,Bogotá,Salón  Luis  Carlos  Galán  del  Capitolio  Nacional,http://estrategia.gobiernoenlinea.gov.co/623/w3-article-51405.html,"Desarrolladores, Periodistas, Entidades, Academia",Luisa Fernanda Medina/Carlos Leon,Asesora del Viceministerio de Economía Digital -  Líder Iniciativa de Datos Abiertos
27,2017,4,04/27/2017 12:00:00 AM,04/28/2017 12:00:00 AM,DataJAM,"El #DataJam2017 - Desarrollo Rural, que se realizará durante los días 27 y 28 de abril, es una actividad de innovación abierta que busca que los participantes encuentren respuestas creativas e innovadoras, con el uso de bases de datos, para la solución a los retos planteados con relación al desarrollo rural en Colombia.",Taller Uso de datos Abiertos,Bogotá,Hotel AR,http://www.datajamdesarrollorural.co/,"Desarrolladores, Periodistas, Funcionarios del Sector Agropecuario, Academia",Elizabeth Blandón,Directora Gobierno Digital
28,2017,5,05/10/2017 12:00:00 AM,05/12/2017 12:00:00 AM,Innovación Tecnológica  aplicando conceptos de Gobierno en Línea para mejorar  la gestión pública en el Gobierno de Guatemala,"Conocer los estándares, lineamientos, guías, marco regulatorio e instrumentos de la Estrategia Gobierno en línea, y el concepto de acceso a la información, monitoreo y evaluación de la Estrategia. Así mismo, en qué consiste la plataforma de trámites y servicios del Estado Colombiano Sí Virtual y la iniciativa de Datos Abiertos del Gobierno.",Presentación Iniciativa Datos Abiertos Colombia,Bogotá,Mintic,http://estrategia.gobiernoenlinea.gov.co/623/w3-article-51587.html,"Delegados del Ministerio de Finanzas Públicas y La Secretaria Nacional de Ciencia y Tecnología –Senacyt–, de Guatemala",Luisa Fernanda Medina/Carlos Leon,Asesora del Viceministerio de Economía Digital -  Líder Iniciativa de Datos Abiertos
29,2017,5,05/18/2018 12:00:00 AM,05/19/2018 12:00:00 AM,Tercera reunión del grupo de expertos sobre Datos de Gobierno Abierto,Proyecto de Datos de Gobierno Abierto de la OCDE,Datos Abiertos,Paris,OEA,https://www.mintic.gov.co/portal/604/w3-article-74434.html,"Gobiernos Latinoamerica, sociedad civil",Elizabeth Blandón,Directora Gobierno Digital
30,2017,6,06/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,Máxima Velocidad,un concurso en el que las entidades de todo el país participan para avanzar en la implementación de la Estrategia Gobierno en Línea (GEL) y demostrar las capacidades de los equipos de trabajo que la hacen posible.,Datos Abiertos  y Gobierno Digital,Bogotá,Corferias,http://maximavelocidad.gov.co/647/w3-channel.html,Entidades públicas,Elizabeth Blandón,Directora Gobierno Digital
31,2017,8,08/17/2017 12:00:00 AM,08/17/2017 12:00:00 AM,Ponencia Semana Geomática Internacional 2017 Datos Abiertos - TIC y AGRO,TIC y AGRO. La necesidad de consolidar un ecosistema digital agropecuario y el rol de los datos abiertos como herramienta para apalancar la ruralidad colombiana.,TIC y AGRO,Bogotá,Hotel Wyndham Bogota,http://semanageomatica.igac.gov.co/,"Se contó con la intervención de expertos internacionales, provenientes de países como Alemania, Brasil, España, México, Suiza,  y otros. Así mismo, participarán expertos nacionales pertenecientes a entidades públicas, privadas y académicas, quienes a través de talleres, conferencias y paneles, compartirán sus experiencias en la aplicación de los Sistemas de Información Geográfica, la Percepción Remota, los Sistemas de Posicionamiento Global, las Infraestructuras de Datos Especiales y otros.",Luisa Fernanda Medina/Fabian Acevedo,Lider Iniciativa Datos Abiertos/Líder TIC y Agro
32,2017,8,08/17/2017 12:00:00 AM,08/17/2017 12:00:00 AM,Presentación Semana Geomática Internacional 2017 Datos Abiertos,la descripción Sociedad espacialmente habilitada a partir de los datos abiertos.,Datos Abiertos,Bogotá,Hotel Wyndham Bogota,http://semanageomatica.igac.gov.co/,"Se contó con la intervención de expertos internacionales, provenientes de países como Alemania, Brasil, España, México, Suiza,  y otros. Así mismo, participarán expertos nacionales pertenecientes a entidades públicas, privadas y académicas, quienes a través de talleres, conferencias y paneles, compartirán sus experiencias en la aplicación de los Sistemas de Información Geográfica, la Percepción Remota, los Sistemas de Posicionamiento Global, las Infraestructuras de Datos Especiales y otros.",Oscar Ramirez,Coordinador Gobierno Abierto
34,2017,11,11/24/2017 12:00:00 AM,11/25/2017 12:00:00 AM,IA Experience,Co-creación y retos de innovación abierta para atender problemáticas públicas utilizando Inteligencia Artificial,"Analítica de Datos, Inteligencia Artificial Aplicada",Medellin,"Universidad EIA sede Zúñiga Calle 25 sur # 42-73 Envigado, Antioquia.",http://www.iaexperience.com.co/,"Ciudadanos, Empresas, Academia, Centros de Investigación",Carlos Julio Leon,Consultor Gobierno Digital y Datos Abiertos
35,2017,11,11/29/2017 12:00:00 AM,11/29/2017 12:00:00 AM,Innova 6K- Barranquilla,"Innova6K, la Copa Nacional de Innovación, recorrerá cuatro ciudades del país buscando los mejores equipos que aporten soluciones creativas y den respuesta a los retos de la contratación con el Estado.   Barranquilla, Medellín, Bogotá y Cali serán las ciudades escogidas para iniciar esta Copa de Innovación con jornadas eliminatorias donde participarán un promedio de 30 equipos, y solo 8 de cada ciudad pasarán a competir a La Gran Final en la ciudad de Bogotá, donde competirán por subir al podio de la innovación y ganar fantásticos premios.",Datos Abiertos,Barranquilla,Hotel Movich,http://www.innova6k.com/#scroll3,"Desarrolladores, Periodistas, Entidades, Academia",Elizabeth Blandón,Directora Gobierno Digital
36,2017,1,01/12/2017 12:00:00 AM,01/12/2017 12:00:00 AM,Innova 6K- Medellin,"Innova6K, la Copa Nacional de Innovación, recorrerá cuatro ciudades del país buscando los mejores equipos que aporten soluciones creativas y den respuesta a los retos de la contratación con el Estado.   Barranquilla, Medellín, Bogotá y Cali serán las ciudades escogidas para iniciar esta Copa de Innovación con jornadas eliminatorias donde participarán un promedio de 30 equipos, y solo 8 de cada ciudad pasarán a competir a La Gran Final en la ciudad de Bogotá, donde competirán por subir al podio de la innovación y ganar fantásticos premios.",Datos Abiertos,Medellin,Hotel Poblado Plaza,http://www.innova6k.com/#scroll3,"Desarrolladores, Periodistas, Entidades, Academia",Elizabeth Blandón,Directora Gobierno Digital
37,2017,6,06/12/2017 12:00:00 AM,06/12/2017 12:00:00 AM,Innova 6K- Cali,"Innova6K, la Copa Nacional de Innovación, recorrerá cuatro ciudades del país buscando los mejores equipos que aporten soluciones creativas y den respuesta a los retos de la contratación con el Estado.   Barranquilla, Medellín, Bogotá y Cali serán las ciudades escogidas para iniciar esta Copa de Innovación con jornadas eliminatorias donde participarán un promedio de 30 equipos, y solo 8 de cada ciudad pasarán a competir a La Gran Final en la ciudad de Bogotá, donde competirán por subir al podio de la innovación y ganar fantásticos premios.",Datos Abiertos,Cali,Hotel Intercontinental,http://www.innova6k.com/#scroll3,"Desarrolladores, Periodistas, Entidades, Academia",Diego Rocha,Asesor Dirección de Gobierno Digital
38,2017,6,06/12/2017 12:00:00 AM,06/12/2017 12:00:00 AM,"Taller “UN VALLE DEMOCRATICO, DIGITAL E INNOVACDOR + TIC” dinamizando Datos Abiertos para propiciar iniciativas de Intraemprendimiento y emprendimiento",Ejercicio colaborativo con metodología de Innovación para un Gobierno abierto y transparente hacia los equipos de las secretarias y entidades adscritas del Valle,Taller Apertura y Uso de Datos Abiertos,Bogotá,Gobernación del Valle,,Secretarios de la Gobernación del Valle,Luisa Fernanda Medina,Asesora del Viceministerio de Economía Digital -  Líder Iniciativa de Datos Abiertos
39,2017,12,12/12/2017 12:00:00 AM,12/13/2017 12:00:00 AM,Innova 6K- Bogotá,"Innova6K, la Copa Nacional de Innovación, recorrerá cuatro ciudades del país buscando los mejores equipos que aporten soluciones creativas y den respuesta a los retos de la contratación con el Estado.   Barranquilla, Medellín, Bogotá y Cali serán las ciudades escogidas para iniciar esta Copa de Innovación con jornadas eliminatorias donde participarán un promedio de 30 equipos, y solo 8 de cada ciudad pasarán a competir a La Gran Final en la ciudad de Bogotá, donde competirán por subir al podio de la innovación y ganar fantásticos premios.",Datos Abiertos,Bogotá,Centro de Convenciones AR,http://www.innova6k.com/#scroll3,"Desarrolladores, Periodistas, Entidades, Academia",Elizabeth Blandón,Directora Gobierno Digital
40,2018,3,03/03/2018 12:00:00 AM,03/03/2018 12:00:00 AM,Hackaton AlimenData,"#AlimenData, que en esta oportunidad busca que los equipos inscritos propongan soluciones como visualizaciones, prototipos u otras herramientas del Presupuesto Nacional, especialmente al Programa de Alimentación Escolar (PAE) del Ministerio de Educación Nacional (MEN).",Datos Abiertos,Bogotá,Ministerio de Hacienda,https://herramientas.datos.gov.co/es/blog/hackathon-alimendata,Desarrolladores,Luisa Fernanda Medina,Asesora del Viceministerio de Economía Digital -  Líder Iniciativa de Datos Abiertos
41,2018,3,03/03/2018 12:00:00 AM,03/03/2018 12:00:00 AM,Día de los Datos Abiertos - Despacio,"En este día Despacio, la Cámara de Comercio de Bogotá y la Fundación Corona, con el apoyo de MinTIC, realizarán una actividad para dar a conocer proyectos y experiencias de expertos y organizaciones privadas, públicas y de la sociedad civil, en lo referente a la generación, recolección procesamiento y visualización de datos. El evento también pretende exponer los impactos tangibles de la apertura de datos y generar un espacio para la conversación de actores relevantes en el tema que resulte en alianzas futuras para el desarrollo de proyectos compartidos. A continuación, se presenta la agenda del evento y luego la descripción detallada de cada sesión.",Datos Abiertos,Bogotá,Cámara de Comercio de Bogotá,http://www.despacio.org/2018/02/21/dia-de-datos-abiertos-despacio/,"Entidades publicas, industria TI, periodistas",Enrique Cusba,Subdirector de Gobierno en Línea
42,2018,3,03/04/2018 12:00:00 AM,03/04/2018 12:00:00 AM,Datos y economía digital BIOS,Evento dio a conocer los productos y proyectos derivados del Convenio 820 de 2017 firmado entre BIOS y MinTIC,Datos Abiertos,Manizales,"Avenida Paseo Bolívar (Circunvalar) 16 - 20, Manizales - Caldas",http://www.mintic.gov.co/portal/604/w3-article-71524.html,"Sociedad civil, Academia",Elizabeth Blandón / Carlos León,Directora de Gobierno Digital / Líder Técnico de Datos
43,2018,3,03/08/2018 12:00:00 AM,03/08/2018 12:00:00 AM,Open House,Evento para presentar los desarrollos derivados del convenio de Colombia Compra y Cintel,Datos Abiertos,Bogotá,"Centro de Convenciones AR, Calle 113 # 7-80 - Salón Arboleda",http://www.ccit.org.co/eventos/colombia-compra-eficiente-open-house-cce/,"Entidades publicas, industria TI, periodistas","Elizabeth Blandón, Juan David Duque",Directora Gobierno Digital
44,2018,3,03/23/2018 12:00:00 AM,03/23/2018 12:00:00 AM,Bristol Data Dive,Hackaton datos de movilidad de la Alcaldía de Bogotá,Datos Abiertos,Bogotá,Virtual,http://www.data4sdgs.org/news/bristol-data-dive,"Sociedad civil, Desarrolladores",Mateo Tavera,Consultor Gobierno Digital y Datos Abiertos
45,2018,4,04/05/2018 12:00:00 AM,04/05/2018 12:00:00 AM,Panel: Tendencias analíticas para el 2018,Evento sobre Experiencia de Analítica Predictiva,Datos Abiertos,Bogotá,El Cubo,http://www.pae.la/,"Desarrolladores, Periodistas, Entidades, Academia",Elizabeth Blandón,Directora Gobierno Digital
46,2018,4,04/19/2018 12:00:00 AM,04/19/2018 12:00:00 AM,Taller Científica de Datos,En este espacio se identificó las necesidades de datos frente al tema de género,Datos abiertos,Bogotá,Mintic,,"Sociedad civil, Academia, Entidades Públicas,",Luisa Fernanda Medina,Asesora del Viceministerio de Economía Digital -  Líder Iniciativa de Datos Abiertos
47,2018,4,04/25/2018 12:00:00 AM,04/25/2018 12:00:00 AM,Mi Senado,"Presentación de la aplicación ´Mi Senado´ en el marco de ""II Plan de Acción por un Congreso Abierto y Transparente 2017-2018",Software público,Bogotá,Senado,,"Miembros de UTL, sociedad civil, partidos políticos, periodistas",Elizabeth Blandón,Directora Gobierno Digital
48,2018,4,04/28/2018 12:00:00 AM,04/28/2018 12:00:00 AM,Flisol,"Evento de la comunidad de software libre en la que presentamos los avances en software libre, sostenible y público",Software público,Bogotá,Fundación Tecnológica Autónoma de Bogotá FABA 80-35 Carrera 14,https://flisol.info/FLISOL2018/Colombia/Bogota?highlight=%28%5CbCategoryCity%5Cb%29,"Sociedad civil, Academia, Desarrolladores",Juanita Rodriguez / Enrique Cusba / Rafael Londoño,Viceministras de Economía Digital / Subdirector de Gobierno en Línea / Subdirector Estándares y Arquitectura
49,2018,5,05/10/2018 12:00:00 AM,05/10/2018 12:00:00 AM,Rueda de prensa app GANA Nariño,"Rueda de prensa en la que se mostró la aplicación de transparencia de la Gobernación de Nariño, GANA Nariño",Datos Abiertos,Bogotá,Mintic,,Periodistas,Elizabeth Blandón,Directora Gobierno Digital
50,2018,5,05/10/2018 12:00:00 AM,05/10/2018 12:00:00 AM,Panel: Colombia hacia un estado abierto: experiencias comparadas de las ramas del poder público,Evento sobre los avances y oportunidades en la gestión con el sector justicia,Datos Abiertos,Bogotá,"Consejo de Estado ubicado en la calle 12 No. 7-65, Palacio de Justicia",http://estrategia.gobiernoenlinea.gov.co/623/w3-article-73370.html,"Entidades públicas, Academia",Elizabeth Blandón,Directora Gobierno Digital
51,2018,5,05/11/2018 12:00:00 AM,05/11/2018 12:00:00 AM,Lanzamiento Datos a la U.,Lanzamiento del concurso Datos a la U.,Datos Abiertos,Bogotá,Mintic,http://estrategia.gobiernoenlinea.gov.co/623/w3-article-73917.html,Academia,Elizabeth Blandón / Enrique Cusba,Directora de Gobierno Digital / Subdirector Gobierno en Línea
52,2018,5,05/16/2018 12:00:00 AM,05/16/2018 12:00:00 AM,"Panel: Futuro del software público, libre y sostenible en Colombia","Evento sobre la perspectiva de software público, sostenible y libre en Colombia",Software público,Bogotá,Mintic,https://twitter.com/GobDigitalCO/status/996880023255764993,Entidades públicas,Elizabeth Blandón / Rafael Londoño,Directora de Gobierno Digital / Subdirector Estándares y Arquitectura
53,2018,5,05/18/2018 12:00:00 AM,05/18/2018 12:00:00 AM,Rueda de Negocios Emprende Con Datos,Evento de presentación de los emprendimientos del proyecto Emprende Con Datos,Datos Abiertos,Bogotá,Hotel Raddisson AR,http://emprendecondatos.gov.co/,"Emprendedores, Empresarios",Enrique Cusba,Subdirector de Gobierno en Línea
54,2018,5,05/22/2018 12:00:00 AM,05/22/2018 12:00:00 AM,Cierre del proyecto Emprende Con Datos,Evento de cierre del proyecto Emprende Con Datos,Datos Abiertos,Bogotá,Hotel Raddisson AR,http://emprendecondatos.gov.co/,"Emprendedores, Empresarios",Luisa Fernanda Medina,Asesora del Viceministerio de Economía Digital -  Líder Iniciativa de Datos Abiertos
55,2018,5,05/25/2018 12:00:00 AM,05/25/2018 12:00:00 AM,Taller de Datos - CINTEL,Se realizó la promoción del concurso Datos a la U. y los productos resultado del proyecto Emprende Con Datos,Datos Abiertos,Bogotá,Mintic,http://emprendecondatos.gov.co/,Entidades públicas,Carlos León / Mateo Tavera / Janyther Guerrero,Consultor Gobierno Digital y Datos Abiertos
