population_in_2023,population_in_2022,city,Country Name,population_growthRate,type,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1611651.0,1597844.0,Cordoba,Argentina,0.0086,w,ARG,1.61302935871282,1.62928187313431,1.62166139329755,1.59952318668413,1.57753297819568,1.57214364722082,1.56733492428668,1.55205695164038,1.54154392219959,1.56729964784306,1.58358304042331,1.59481478504434,1.64326169179334,1.70070709763708,1.65927396323707,1.58995977036791,1.59811228647283,1.60546261056525,1.60065891136555,1.5849187137401,1.58060960059338,1.57328620697584,1.55878211832102,1.53715277473885,1.51340289933673,1.51132782511058,1.51097418180074,1.50808699373212,1.48765537832153,1.45640251463185,1.42406315580335,1.38743464174592,1.35796579095645,1.34702378575008,1.31755424518083,1.26041058779251,1.19826447409119,1.15817763601349,1.15204385364535,1.13327702210541,1.0991714603689,1.07353834961783,1.03236085902218,1.01533668354561,1.03347622351885,1.03467173566483,1.00629733064648,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058
1594096.0,1574235.0,Rosario,Argentina,0.0126,w,ARG,1.61302935871282,1.62928187313431,1.62166139329755,1.59952318668413,1.57753297819568,1.57214364722082,1.56733492428668,1.55205695164038,1.54154392219959,1.56729964784306,1.58358304042331,1.59481478504434,1.64326169179334,1.70070709763708,1.65927396323707,1.58995977036791,1.59811228647283,1.60546261056525,1.60065891136555,1.5849187137401,1.58060960059338,1.57328620697584,1.55878211832102,1.53715277473885,1.51340289933673,1.51132782511058,1.51097418180074,1.50808699373212,1.48765537832153,1.45640251463185,1.42406315580335,1.38743464174592,1.35796579095645,1.34702378575008,1.31755424518083,1.26041058779251,1.19826447409119,1.15817763601349,1.15204385364535,1.13327702210541,1.0991714603689,1.07353834961783,1.03236085902218,1.01533668354561,1.03347622351885,1.03467173566483,1.00629733064648,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058
1226427.0,1209458.0,Mendoza,Argentina,0.014,w,ARG,1.61302935871282,1.62928187313431,1.62166139329755,1.59952318668413,1.57753297819568,1.57214364722082,1.56733492428668,1.55205695164038,1.54154392219959,1.56729964784306,1.58358304042331,1.59481478504434,1.64326169179334,1.70070709763708,1.65927396323707,1.58995977036791,1.59811228647283,1.60546261056525,1.60065891136555,1.5849187137401,1.58060960059338,1.57328620697584,1.55878211832102,1.53715277473885,1.51340289933673,1.51132782511058,1.51097418180074,1.50808699373212,1.48765537832153,1.45640251463185,1.42406315580335,1.38743464174592,1.35796579095645,1.34702378575008,1.31755424518083,1.26041058779251,1.19826447409119,1.15817763601349,1.15204385364535,1.13327702210541,1.0991714603689,1.07353834961783,1.03236085902218,1.01533668354561,1.03347622351885,1.03467173566483,1.00629733064648,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058
1026767.0,1013645.0,San Miguel de Tucuman,Argentina,0.0129,w,ARG,1.61302935871282,1.62928187313431,1.62166139329755,1.59952318668413,1.57753297819568,1.57214364722082,1.56733492428668,1.55205695164038,1.54154392219959,1.56729964784306,1.58358304042331,1.59481478504434,1.64326169179334,1.70070709763708,1.65927396323707,1.58995977036791,1.59811228647283,1.60546261056525,1.60065891136555,1.5849187137401,1.58060960059338,1.57328620697584,1.55878211832102,1.53715277473885,1.51340289933673,1.51132782511058,1.51097418180074,1.50808699373212,1.48765537832153,1.45640251463185,1.42406315580335,1.38743464174592,1.35796579095645,1.34702378575008,1.31755424518083,1.26041058779251,1.19826447409119,1.15817763601349,1.15204385364535,1.13327702210541,1.0991714603689,1.07353834961783,1.03236085902218,1.01533668354561,1.03347622351885,1.03467173566483,1.00629733064648,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058
914036.0,904170.0,La Plata,Argentina,0.0109,w,ARG,1.61302935871282,1.62928187313431,1.62166139329755,1.59952318668413,1.57753297819568,1.57214364722082,1.56733492428668,1.55205695164038,1.54154392219959,1.56729964784306,1.58358304042331,1.59481478504434,1.64326169179334,1.70070709763708,1.65927396323707,1.58995977036791,1.59811228647283,1.60546261056525,1.60065891136555,1.5849187137401,1.58060960059338,1.57328620697584,1.55878211832102,1.53715277473885,1.51340289933673,1.51132782511058,1.51097418180074,1.50808699373212,1.48765537832153,1.45640251463185,1.42406315580335,1.38743464174592,1.35796579095645,1.34702378575008,1.31755424518083,1.26041058779251,1.19826447409119,1.15817763601349,1.15204385364535,1.13327702210541,1.0991714603689,1.07353834961783,1.03236085902218,1.01533668354561,1.03347622351885,1.03467173566483,1.00629733064648,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058
1094813.0,1092028.0,Yerevan,Armenia,0.0026,w,ARM,3.47752266190338,3.38192771616975,3.22286696180489,3.03434108670383,2.86152806861736,2.71324127731717,2.60150502780077,2.53400806848163,2.44852631057985,2.31585112360355,2.20663354123492,2.18085819158122,2.19635712690291,2.22108033356489,2.25615113018161,2.28792075552091,2.3615549865221,2.42197260487385,1.91794944424486,1.22157791481934,1.03929240069991,1.07177181495337,1.1266671586127,1.03868703410927,0.876135492163535,0.793175270723346,0.724172766962345,0.460659782606686,2.38742706887441,3.09395853064584,1.70315107535054,-1.1978698848239,-3.33385824449579,-2.44881921637014,-1.52115344151014,-0.721391054169414,-0.836494324970795,-0.948046157437858,-1.07096568858801,-1.17678628879226,-1.12320863167984,-0.900783081509756,-0.676510249442033,-0.596992234773189,-0.605237484238947,-0.683602136047238,-0.732665962263764,-0.700492224911231,-0.6431061166878,-0.609179750926293,-0.589489609644367,-0.498170160314836,-0.44829630947071,-0.395592881362063,-0.392995248824912,-0.444257166904663,-0.486625263030829,-0.54025108197947,-0.564065542556681,-0.533006606500067,-0.522963242641951,-0.377102034390101
5235407.0,5150766.0,Melbourne,Australia,0.0164,w,AUS,1.9897400460104,2.4406394012832,1.91781647792421,1.96235442011452,1.95971689521361,2.2831843822013,1.26227688799781,1.76415865607642,2.09302301013426,1.97018887868806,3.38029353689954,1.83814626273502,1.52881691369673,2.53122025874137,1.23118588792285,1.0026582602274,1.1266726798225,1.16288525870675,1.08064227016539,1.21894271014757,1.56179416103558,1.73374392907748,1.36850145877848,1.20054276571915,1.33209683462492,1.44650206312761,1.52113890433154,1.63614876307642,1.69287969389346,1.48004693689661,1.2746217855676,1.11959770147047,0.889539825558206,0.963092494678111,1.11373422085118,1.21385498322201,1.0820399195962,0.996734717801419,1.09397580294231,1.14447285147721,1.28396809127349,1.1375387361946,1.15019273319182,1.06919812205752,1.21729073052406,1.34945083098893,1.82499679529254,2.00391140524272,2.06083316277243,1.55570626204128,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.23863879657531
5120894.0,5056571.0,Sydney,Australia,0.0127,w,AUS,1.9897400460104,2.4406394012832,1.91781647792421,1.96235442011452,1.95971689521361,2.2831843822013,1.26227688799781,1.76415865607642,2.09302301013426,1.97018887868806,3.38029353689954,1.83814626273502,1.52881691369673,2.53122025874137,1.23118588792285,1.0026582602274,1.1266726798225,1.16288525870675,1.08064227016539,1.21894271014757,1.56179416103558,1.73374392907748,1.36850145877848,1.20054276571915,1.33209683462492,1.44650206312761,1.52113890433154,1.63614876307642,1.69287969389346,1.48004693689661,1.2746217855676,1.11959770147047,0.889539825558206,0.963092494678111,1.11373422085118,1.21385498322201,1.0820399195962,0.996734717801419,1.09397580294231,1.14447285147721,1.28396809127349,1.1375387361946,1.15019273319182,1.06919812205752,1.21729073052406,1.34945083098893,1.82499679529254,2.00391140524272,2.06083316277243,1.55570626204128,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.23863879657531
2504505.0,2472222.0,Brisbane,Australia,0.0131,w,AUS,1.9897400460104,2.4406394012832,1.91781647792421,1.96235442011452,1.95971689521361,2.2831843822013,1.26227688799781,1.76415865607642,2.09302301013426,1.97018887868806,3.38029353689954,1.83814626273502,1.52881691369673,2.53122025874137,1.23118588792285,1.0026582602274,1.1266726798225,1.16288525870675,1.08064227016539,1.21894271014757,1.56179416103558,1.73374392907748,1.36850145877848,1.20054276571915,1.33209683462492,1.44650206312761,1.52113890433154,1.63614876307642,1.69287969389346,1.48004693689661,1.2746217855676,1.11959770147047,0.889539825558206,0.963092494678111,1.11373422085118,1.21385498322201,1.0820399195962,0.996734717801419,1.09397580294231,1.14447285147721,1.28396809127349,1.1375387361946,1.15019273319182,1.06919812205752,1.21729073052406,1.34945083098893,1.82499679529254,2.00391140524272,2.06083316277243,1.55570626204128,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.23863879657531
2117997.0,2092649.0,Perth,Australia,0.0121,w,AUS,1.9897400460104,2.4406394012832,1.91781647792421,1.96235442011452,1.95971689521361,2.2831843822013,1.26227688799781,1.76415865607642,2.09302301013426,1.97018887868806,3.38029353689954,1.83814626273502,1.52881691369673,2.53122025874137,1.23118588792285,1.0026582602274,1.1266726798225,1.16288525870675,1.08064227016539,1.21894271014757,1.56179416103558,1.73374392907748,1.36850145877848,1.20054276571915,1.33209683462492,1.44650206312761,1.52113890433154,1.63614876307642,1.69287969389346,1.48004693689661,1.2746217855676,1.11959770147047,0.889539825558206,0.963092494678111,1.11373422085118,1.21385498322201,1.0820399195962,0.996734717801419,1.09397580294231,1.14447285147721,1.28396809127349,1.1375387361946,1.15019273319182,1.06919812205752,1.21729073052406,1.34945083098893,1.82499679529254,2.00391140524272,2.06083316277243,1.55570626204128,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.23863879657531
1366783.0,1355522.0,Adelaide,Australia,0.0083,w,AUS,1.9897400460104,2.4406394012832,1.91781647792421,1.96235442011452,1.95971689521361,2.2831843822013,1.26227688799781,1.76415865607642,2.09302301013426,1.97018887868806,3.38029353689954,1.83814626273502,1.52881691369673,2.53122025874137,1.23118588792285,1.0026582602274,1.1266726798225,1.16288525870675,1.08064227016539,1.21894271014757,1.56179416103558,1.73374392907748,1.36850145877848,1.20054276571915,1.33209683462492,1.44650206312761,1.52113890433154,1.63614876307642,1.69287969389346,1.48004693689661,1.2746217855676,1.11959770147047,0.889539825558206,0.963092494678111,1.11373422085118,1.21385498322201,1.0820399195962,0.996734717801419,1.09397580294231,1.14447285147721,1.28396809127349,1.1375387361946,1.15019273319182,1.06919812205752,1.21729073052406,1.34945083098893,1.82499679529254,2.00391140524272,2.06083316277243,1.55570626204128,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.23863879657531
1975271.0,1960023.0,Vienna,Austria,0.0078,w,AUT,0.548472356417754,0.612895847822874,0.642362670652079,0.666548205291217,0.649729875576735,0.701396116235274,0.747425220117069,0.519254261579197,0.345331646244521,0.349218946276921,0.446245581370136,0.581190352265189,0.554041398958361,0.170205767697282,-0.265319410736808,-0.176672284747108,0.0383904939016918,-0.080961041675265,-0.170463648025429,0.0001059682791824,0.255018231368981,0.0717170180347239,-0.161600981253917,-0.0062949040920662,0.0469509679089439,0.0635489974692431,0.0632842039083754,0.141570850318539,0.450513899730364,0.762001611316115,0.998418103144403,1.10055228652823,0.824627940995206,0.384869546678302,0.153106260702748,0.135019833748789,0.113316608322994,0.109728368100981,0.194563153264961,0.240466652446524,0.382799394483217,0.49198046425522,0.487133894826838,0.620413127334181,0.681267248299787,0.494797775098466,0.324146535285463,0.313041437661508,0.261953189906348,0.240394299500766,0.337080841831645,0.45593747231891,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.415176731565556,0.435671684056384,0.956287797076634
2432304.0,2401108.0,Baku,Azerbaijan,0.013,w,AZE,3.81016460369916,2.98053448723233,2.96416042860687,3.33715466835575,3.00447498119537,2.87648564844311,2.59654110793219,2.38240397220949,2.29339442848205,2.12506836635144,2.12155255149328,2.03297116221139,1.88240203928851,1.8074085083145,1.68308037047098,1.6033403479609,1.63251074552443,1.68747623615293,1.57962022631322,1.45851929023408,1.5662752500675,1.58223874266506,1.59552745530139,1.65881763239744,1.54558145433863,1.49030506583321,1.53971522591019,1.43324270450177,1.45115224138506,1.38441350150675,1.33044567943037,1.51162852010951,1.51580689251655,1.34847501163452,1.15566613988888,1.01179991660887,0.964673773704232,0.949138146647058,0.877598699856844,0.821519963674211,0.774765939386613,0.746173582716985,0.757650955616913,0.875427280482454,1.02226559239828,1.09858657441812,1.13385546615645,2.09985403259251,2.07614826384645,1.18978770786007,1.30300085487651,1.32876382733755,1.29344702700591,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.684365325388407,0.441197735816311,0.039507866238038
1206767.0,1139265.0,Bujumbura,Burundi,0.0593,w,BDI,2.49335175802676,2.50482554841122,2.08163380931968,2.84530025600716,2.76096547770447,2.38445447117704,2.50837572519953,2.35125644181996,2.12591301262417,2.12091772942121,2.37969258214067,-0.080293081025735,-0.216623899765029,2.4500214749565,2.40791284634833,2.15458721326339,2.48878675665935,2.81138829971138,2.39778722968759,4.15187146326473,4.04229382721202,2.45317104136998,2.66363630011495,2.41969656927228,2.16050989496098,1.87562119081532,2.27596047847185,2.18753260700347,1.91366782949275,2.02808887960492,2.00455847406761,2.61539228418204,-3.32584961317081,0.559847833015243,6.01569069212077,-0.0383704693710515,-0.11211057621028,1.86435899274167,2.3715206268295,2.0417212041938,2.47511575866868,2.79413757787033,3.13736150828626,3.71466281696618,3.69979693670807,3.58003081168824,3.67179220330916,4.11209752356589,5.07844376468302,4.67947760941816,3.54274498118795,3.52997284776032,3.55110770404353,3.3458633833966,2.18870609045616,1.62902475388378,2.28730144695888,2.98382355303175,3.26424857025887,2.86708219532744,2.67247846179476,2.66016084004174
2121992.0,2109631.0,Brussels,Belgium,0.0059,w,BEL,0.332205945818093,0.398054786807546,0.747606930682632,0.94647753571233,0.908137001686598,0.675463567135343,0.556645554862671,0.393391107738732,0.283169669202288,0.0986136915027669,0.182247071467749,0.391585907459382,0.314658765693604,0.314633664597999,0.288978161128393,0.178674447005659,0.123479645392964,0.0932999598130252,0.0898825512632337,0.110211165985901,-0.0026371543402261,-0.027176883483947,-0.0079444706906212,-0.0015017077867829,0.029786422643661,0.0356488507832359,0.0852521408125053,0.317926245358661,0.363247985870165,0.298235706313592,0.371593165668169,0.405713495856337,0.390638517826929,0.308197073686726,0.209436838020324,0.1953931762382,0.241991884983082,0.213527650670943,0.229189103029716,0.242517956221334,0.343951157623668,0.448268894821562,0.418641508069053,0.432788248129175,0.550055708089009,0.659558214980699,0.734330830765919,0.789976845480149,0.804599572619861,0.913639391631709,1.3010029017038,0.620163579337378,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.430996815099722,0.411601996532257,0.856132433382837
